video_id,channel_id,channel_name,duration_sec,category,video_url
bMCLQdagzWs,UC9GSYRPS60vhovLywourkSQ,Captain's Drama,2510.0,Natok,https://www.youtube.com/watch?v=bMCLQdagzWs
bP87AvBoOPs,UClGbJpMriOVQd0eLdJJoUDQ,ATN Bangla Talk Show,3218.0,Talk-show,https://www.youtube.com/watch?v=bP87AvBoOPs
bVVpmG8-gpk,UClmB-LKyKz-wslWagCDYqZg,Bangla News Today,1816.0,Talk-show,https://www.youtube.com/watch?v=bVVpmG8-gpk
bW6Chde6nu0,UCJJBtUqjm-QjJ7Cvtz0yqbQ,2 Cents Podcast,4993.0,Podcast,https://youtu.be/bW6Chde6nu0?si=tHMP8fdAHVByhnHm
bauZ8mRVeT4,UCR9-c_ryeb4OM_I3c3zUFYw,Bangladeshi Food Reviewer,2562.0,Vlog,https://youtu.be/bauZ8mRVeT4?si=M3aWvHP6xvLeLPDj
be1Sz_G7KXU,UCR9-c_ryeb4OM_I3c3zUFYw,Bangladeshi Food Reviewer,2137.0,Vlog,https://youtu.be/be1Sz_G7KXU?si=YZLrEg0b5dxFAWfR
bpuwUGoeftQ,UC5T7NU1C2GRViwJgwLOXk2g,Abhijit Story Zone,2411.0,Audio-book,https://www.youtube.com/watch?v=bpuwUGoeftQ
c6UH_zw_dIs,UCVO8HTTCupXu200gNsLsKCA,Close Up Kache Ashar Golpo,355.0,Talk-show,https://www.youtube.com/watch?v=c6UH_zw_dIs
c7sKleg2-m4,UCACNN-XoSJZLlkVAkc09B4Q,Eso Galpo Shuni,2215.0,Audio-book,https://www.youtube.com/watch?v=c7sKleg2-m4
cApPN9r8hxM,UC6ste91HnrLSpgNIoQ12IjQ,Channel S,2356.0,Talk-show,https://www.youtube.com/watch?v=cApPN9r8hxM
cBRIVprpUmI,UC5T7NU1C2GRViwJgwLOXk2g,Abhijit Story Zone,3695.0,Audio-book,https://www.youtube.com/watch?v=cBRIVprpUmI
cBUCzGMBojQ,UCoDZmuYeq9k5UCFu7qYPkNA,Tafsir Mahfil Media,3130.0,Waz,https://www.youtube.com/watch?v=cBUCzGMBojQ
cFtflb6Vwu8,UCEpIAe4NZDx5etCnjUy1lag,GoruPaka,366.0,Vlog,https://www.youtube.com/watch?v=cFtflb6Vwu8
cKCdTj7W3iQ,UCWFh6WA5EtY6iifRezDbVFw,Rumman Rashid Khan,5703.0,Political,https://www.youtube.com/watch?v=cKCdTj7W3iQ
cL2e_meYxCM,UCF7USNwvrBhFCXsohC_U9ag,My AudioBook,1577.0,Audio-book,https://www.youtube.com/watch?v=cL2e_meYxCM
cPM9MQTTOkA,UC5T7aTxsgry_YV_TOCT3d-w,Bongo Rongo Animation Studio,1123.0,Audio-book,https://www.youtube.com/watch?v=cPM9MQTTOkA
cT6fzHEs8q8,UCP9G2M8gZ5DX27Cvg7gqJxQ,Ahle Sunnat Media,4660.0,Waz,https://www.youtube.com/watch?v=cT6fzHEs8q8
cWL2_Ri4KCw,UCqM539gElW6mozNgGK4egrg,CD Choice Entertainment,2494.0,Natok,https://www.youtube.com/watch?v=cWL2_Ri4KCw
cZ5ANFrr1Nw,UCvoC1eVphUAe7a0m-uuoPbg,Bongo,6963.0,Movie,https://www.youtube.com/watch?v=cZ5ANFrr1Nw
c_EwiBTTjbE,UCN6sm8iHiPd0cnoUardDAnw,Jamuna TV,1201.0,News,https://www.youtube.com/watch?v=c_EwiBTTjbE
caEbkj5PZkA,UCxz4LTPmZstaePhUYM70ApA,TalkPointBD,2216.0,Talk-show,https://www.youtube.com/watch?v=caEbkj5PZkA
cbzd57ng354,UCU_QyNWNH_1HJ1qVafQkWbw,Mahoa Movies,7923.0,Movie,https://www.youtube.com/watch?v=cbzd57ng354
cdlh_XaOPgY,UCSHmjVxsfWBw0W-4sM1Etuw,Chatgaiya TV,3545.0,Regional / Dialect,https://www.youtube.com/watch?v=cdlh_XaOPgY
ch_sru-hjEk,UCYNpaJBRngIbrLiUZnyYrog,Bangla Islamic Golpo,612.0,Waz,https://www.youtube.com/watch?v=ch_sru-hjEk
ck_gJYAnbC0,UCLZLfy4DVTfpBpylslR_OPQ,Nadir On The Go,953.0,Comedy / Satire,https://www.youtube.com/watch?v=ck_gJYAnbC0
cnqJZ5LIurQ,UCNNbS9UTVrtezVUD398xGJA,Jatra Pagol,5830.0,Comedy / Satire,https://www.youtube.com/watch?v=cnqJZ5LIurQ
cwIQ3BhGBxw,UCDSr1O03HqPGQmQpukxeCPw,Bangla Audiobook,1335.0,Audio-book,https://www.youtube.com/watch?v=cwIQ3BhGBxw
d-4kCXNUuo8,UCKkco3ii64aHLMb8JilZP5g,Golpo Toru ред ржЧрж▓рзНржк рждрж░рзБ,2905.0,Audio-book,https://www.youtube.com/watch?v=d-4kCXNUuo8
d2-P4ra6M_8,UCYvb2whhiunbP_MXU0Gt5mg,Fagun Audio Vision,4231.0,Talk-show,https://www.youtube.com/watch?v=d2-P4ra6M_8
d6kh4jXGLCY,UCF7USNwvrBhFCXsohC_U9ag,My AudioBook,3002.0,Audio-book,https://www.youtube.com/watch?v=d6kh4jXGLCY
dAwMzcFT0s8,UCR9-c_ryeb4OM_I3c3zUFYw,Bangladeshi Food Reviewer,2049.0,Vlog,https://youtu.be/dAwMzcFT0s8?si=CvlvK_l78hZDE18N
dGUUjjNTYrs,UClcW8Lfj5zE67tvsQ27lb_g,DD Bangla,1678.0,Talk-show,https://www.youtube.com/watch?v=dGUUjjNTYrs
dGXcecOTUvE,UCEO0rIuBz8Dc8p7PpGE26ZQ,Tawhid Afridi,1765.0,Vlog,https://www.youtube.com/watch?v=dGXcecOTUvE
dH4yMJCfkD8,UCo7FBXJMYW6kQPBXlTTls7w,RTV Drama,689.0,Natok,https://www.youtube.com/watch?v=dH4yMJCfkD8
dI_J96UlRdA,UClGbJpMriOVQd0eLdJJoUDQ,ATN Bangla Talk Show,3444.0,Talk-show,https://www.youtube.com/watch?v=dI_J96UlRdA
dKbe2UXPYfE,UCAx_EDlVRmRmo-MsmZi942A,Bangla AudioBook,1943.0,Audio-book,https://www.youtube.com/watch?v=dKbe2UXPYfE
dOTdkGDfFsY,UCsjSRfeVFmJcps2Bki1dRCw,Bangla Natok Short,3620.0,Natok,https://www.youtube.com/watch?v=dOTdkGDfFsY
dTc8PKo0MZY,UCrOUqyU99P-HZOS6bSCd96g,AudioKothon with RAJIA,3170.0,Audio-book,https://www.youtube.com/watch?v=dTc8PKo0MZY
dYSHe2fw2r8,UClzwimpLoZu9us9MwalLbtA,Bangladesh Television,3001.0,Political,https://www.youtube.com/watch?v=dYSHe2fw2r8
dYs4PoIJZQk,UCtqvtAVmad5zywaziN6CbfA,Ekattor TV,497.0,News,https://www.youtube.com/watch?v=dYs4PoIJZQk
dc8xA-AC-Os,UCuaKfe_NyVViSRTx25VhkWQ,Kabbik - Bangla Audiobook,4069.0,Audio-book,https://www.youtube.com/watch?v=dc8xA-AC-Os
dcXa6jIQkQ8,UCF7USNwvrBhFCXsohC_U9ag,My AudioBook,1658.0,Audio-book,https://www.youtube.com/watch?v=dcXa6jIQkQ8
dgZOtPHuyaQ,UCR9-c_ryeb4OM_I3c3zUFYw,Bangladeshi Food Reviewer,2305.0,Vlog,https://youtu.be/dgZOtPHuyaQ?si=h5sPevwWExaMB6YY
dsnHKWDvBAs,UCzUpRdOwrILcg6c6dKxPr0g,CINEMAWALA,6743.0,Natok,https://www.youtube.com/watch?v=dsnHKWDvBAs
e4AvoreJE6s,UCxHoBXkY88Tb8z1Ssj6CWsQ,SOMOY TV,1987.0,Talk-show,https://www.youtube.com/watch?v=e4AvoreJE6s
e6T3a4tEvB8,UCrOUqyU99P-HZOS6bSCd96g,AudioKothon with RAJIA,3153.0,Audio-book,https://www.youtube.com/watch?v=e6T3a4tEvB8
eBVOCjWIgmc,UCyJaBxa16xBIXjlQhmXo0cg,Channel Torikar Bani,6145.0,Music,https://www.youtube.com/watch?v=eBVOCjWIgmc
eCdDTPA_sRg,UCiCnPY--pbn5S8JkJdV2PbQ,Bengali Movies- Angel Digital,673.0,Movie,https://www.youtube.com/watch?v=eCdDTPA_sRg
eDnvtzbhNT0,UCDpEIP3QypY7lwxMUUiay6Q,Radio Foorti Podcast,5116.0,Podcast,https://www.youtube.com/watch?v=eDnvtzbhNT0
eEUygSvsc2M,UCt0jtAMAKTbSsuj7O3nmxGQ,Araf Intisar Dipto,2348.0,Vlog,https://www.youtube.com/watch?v=eEUygSvsc2M
eHkQZ8xkGZM,UCxz4LTPmZstaePhUYM70ApA,TalkPointBD,4822.0,Talk-show,https://www.youtube.com/watch?v=eHkQZ8xkGZM
eJGsPuMMiuM,UCR9-c_ryeb4OM_I3c3zUFYw,Bangladeshi Food Reviewer,2452.0,Vlog,https://youtu.be/eJGsPuMMiuM?si=XEjDrWWg_7bQMCaH
eMcGX_GQcmA,UCiF1OI_7p7KBD1ccyT6wUFA,FNS TV,2074.0,Comedy / Satire,https://www.youtube.com/watch?v=eMcGX_GQcmA
eN9M31N5O-E,UCz5MdGbNZ0Xz83qUTvW50OQ,Nafees Salim,4598.0,Podcast,https://www.youtube.com/watch?v=eN9M31N5O-E
ePiqO00KALY,UC5T7NU1C2GRViwJgwLOXk2g,Abhijit Story Zone,6343.0,Audio-book,https://www.youtube.com/watch?v=ePiqO00KALY
eWsaNxD4R7s,UCrOUqyU99P-HZOS6bSCd96g,AudioKothon with RAJIA,3431.0,Audio-book,https://www.youtube.com/watch?v=eWsaNxD4R7s
eYdbWs4nMT8,UCF7USNwvrBhFCXsohC_U9ag,My AudioBook,1459.0,Audio-book,https://www.youtube.com/watch?v=eYdbWs4nMT8
emJDthZ9ioo,UChFYpBlY-nHelvEtoR42erw,SB Cinema Hall,7846.0,Movie,https://www.youtube.com/watch?v=emJDthZ9ioo
eqJRSkk_UqA,UC5T7NU1C2GRViwJgwLOXk2g,Abhijit Story Zone,5994.0,Audio-book,https://www.youtube.com/watch?v=eqJRSkk_UqA
eqm7Z35NKqw,UCHdzwjM47GBHwkbd8WlKByA,Md Nafiz Imtiaz,6089.0,Audio-book,https://www.youtube.com/watch?v=eqm7Z35NKqw&list=PLVNGg0FVJmT4nQFhbnO3aoIxI8hw190oz&index=2
ev-sU0ylJhg,UCJJYxWhu77PG_o7nbU_2tXQ,Audio Book Bangla by Faheem,1802.0,Audio-book,https://www.youtube.com/watch?v=ev-sU0ylJhg
exGDLbRPcS8,UCBrHgJoKScqvDtGF23YJ5eg,sampan media,1595.0,Comedy / Satire,https://www.youtube.com/watch?v=exGDLbRPcS8
f7nnPD9QGQE,UChRS6HyAZ5wrB9vZFXiKhuA,Abu Toha Adnan,3561.0,Waz,https://www.youtube.com/watch?v=f7nnPD9QGQE
fC-HlXdsXBw,UCW5yX7_V4lBgyhAELf--cxA,SameerScane,2855.0,Podcast,https://youtu.be/fC-HlXdsXBw?si=pfuob7IV-MHn4vIs
fDZMKi2fbfg,UClGbJpMriOVQd0eLdJJoUDQ,ATN Bangla Talk Show,3317.0,Talk-show,https://www.youtube.com/watch?v=fDZMKi2fbfg
fG8pCyOh0Ug,UC6NQ-3qx7JVsJnTDbok2eXg,Yeafee Entertainment,3044.0,Podcast,https://www.youtube.com/watch?v=fG8pCyOh0Ug
fY7VFSYJt-A,UCt0CuBEsH6mAjSUaH2jCCow,As-Sunnah Foundation,410.0,Waz,https://www.youtube.com/watch?v=fY7VFSYJt-A
fdyug0_U-yI,UCA4y9g_GRdNrZLH_u5LLSdw,Banglavision Drama,1118.0,Natok,https://www.youtube.com/watch?v=fdyug0_U-yI
fhErwhebikM,UCzUpRdOwrILcg6c6dKxPr0g,Amar Golpo,1686.0,Audio-book,https://www.youtube.com/watch?v=fhErwhebikM
fnT70Bu5Sc0,UC3wfNI_ZipV1Nihswf540oA,Capital Drama,4037.0,Natok,https://www.youtube.com/watch?v=fnT70Bu5Sc0
fx6suQuXEGs,UC2vPB7kicFrXco08eaQ8ZPg,Mufti Kazi Ibrahim,1633.0,Waz,https://www.youtube.com/watch?v=fx6suQuXEGs
g06tq_dNWWI,UCKlhfq1ILoAFav7iw5iCnfA,ATN News Live,2160.0,Talk-show,https://www.youtube.com/watch?v=g06tq_dNWWI
g0BrqWhOQzo,UCeuvxGn6xJB-4KbRGJYwf0A,Dr. Mahbubur Rahman,731.0,Waz,https://www.youtube.com/watch?v=g0BrqWhOQzo
g6wjTUBdY0A,UCz8RV3ySqP3SmgQFZzceVPg,Asad Noor,914.0,Comedy / Satire,https://www.youtube.com/watch?v=g6wjTUBdY0A
g7A6i_lpRGI,UCACNN-XoSJZLlkVAkc09B4Q,Eso Galpo Shuni,3368.0,Audio-book,https://www.youtube.com/watch?v=g7A6i_lpRGI
g7mH0bqlFms,UCrOUqyU99P-HZOS6bSCd96g,AudioKothon with RAJIA,3777.0,Audio-book,https://www.youtube.com/watch?v=g7mH0bqlFms
gDL3vtFtqiU,UCsBqX8QguRdkawdlNbIL1dw,Kaler Kantho,4969.0,Talk-show,https://www.youtube.com/watch?v=gDL3vtFtqiU
gFlutwr0DuE,UCAz6rveBalVnE6qTmfQnvyQ,Channel i Tv,3360.0,Commentary,https://www.youtube.com/watch?v=gFlutwr0DuE
gGpUFvZheHc,UCCmRFttgBHqER_H2M-7rTgA,SONY AATH - CARTOON AATH,2494.0,Cartoon,https://www.youtube.com/watch?v=gGpUFvZheHc
gKALG_mvaDw,UCCmRFttgBHqER_H2M-7rTgA,SONY AATH - CARTOON AATH,2262.0,Cartoon,https://www.youtube.com/watch?v=gKALG_mvaDw
gKZibEnxmhU,UC5T7NU1C2GRViwJgwLOXk2g,Abhijit Story Zone,5795.0,Audio-book,https://www.youtube.com/watch?v=gKZibEnxmhU
gLn24AJBx8k,UC5T7NU1C2GRViwJgwLOXk2g,Abhijit Story Zone,3848.0,Audio-book,https://www.youtube.com/watch?v=gLn24AJBx8k
gOmGswC91lg,UCeNFssPnBfjYw7q6BAQdsuw,WHAT A SHOW!,4311.0,Comedy / Satire,https://www.youtube.com/watch?v=gOmGswC91lg
gSQUs_ZqLEo,UCSOBzuyWsqw6IxRGvhOd56g,Asha Audio,3645.0,Music,https://www.youtube.com/watch?v=gSQUs_ZqLEo
gTwhlFUDGLA,UC2UyoiyeEY7VcKPMOdi247Q,সিনেমা সংক্ষেপ,2208.0,Movie,https://www.youtube.com/watch?v=gTwhlFUDGLA
gVdox6gB1uU,UCKkco3ii64aHLMb8JilZP5g,Golpo Toru ред ржЧрж▓рзНржк рждрж░рзБ,2573.0,Audio-book,https://www.youtube.com/watch?v=gVdox6gB1uU
gWUIc5BztaA,UCW5yX7_V4lBgyhAELf--cxA,SameerScane,2785.0,Podcast,https://www.youtube.com/watch?v=gWUIc5BztaA
gYtEauWCv-8,UCACNN-XoSJZLlkVAkc09B4Q,Eso Galpo Shuni,2784.0,Audio-book,https://www.youtube.com/watch?v=gYtEauWCv-8
gqPWjVcWAEk,UClGbJpMriOVQd0eLdJJoUDQ,ATN Bangla Talk Show,3092.0,Talk-show,https://www.youtube.com/watch?v=gqPWjVcWAEk
gqsQceUicgI,UClGbJpMriOVQd0eLdJJoUDQ,ATN Bangla Talk Show,2600.0,Talk-show,https://www.youtube.com/watch?v=gqsQceUicgI
h2Gq9ZXToVc,UClURnTgQiQpldGhtD4Fc7JQ,Elias Hossain,391.0,Political,https://www.youtube.com/watch?v=h2Gq9ZXToVc
h5_fHizG7ys,UC5T7NU1C2GRViwJgwLOXk2g,Abhijit Story Zone,3371.0,Audio-book,https://www.youtube.com/watch?v=h5_fHizG7ys
h8DKGQdhG3U,UC_YEeUix2bvVOuLxEUw2SnQ,Eagle Team,1466.0,Natok,https://www.youtube.com/watch?v=h8DKGQdhG3U
hGFG9nhAS1U,UCJJBtUqjm-QjJ7Cvtz0yqbQ,2 Cents Podcast,3815.0,Podcast,https://www.youtube.com/watch?v=hGFG9nhAS1U
hQXkNlnbszQ,UCP9G2M8gZ5DX27Cvg7gqJxQ,Ahle Sunnat Media,2679.0,Waz,https://www.youtube.com/watch?v=hQXkNlnbszQ
hY90r2kiAkE,UCsjSRfeVFmJcps2Bki1dRCw,NTV Drama,1284.0,Natok,https://www.youtube.com/watch?v=hY90r2kiAkE
hZzGwJtyoHo,UCV0HVj0_493DTEwv2TF1pOQ,Biddabari,5149.0,Education,https://www.youtube.com/watch?v=hZzGwJtyoHo
hap_xEQpivQ,UCCmRFttgBHqER_H2M-7rTgA,SONY AATH - CARTOON AATH,1246.0,Cartoon,https://www.youtube.com/watch?v=hap_xEQpivQ
hdzhyLOvcVI,UChFYpBlY-nHelvEtoR42erw,SB Cinema Hall,4458.0,Movie,https://www.youtube.com/watch?v=hdzhyLOvcVI
hg0F0u-VK-4,UC1LNRAsWgw_Pcc2mCJfoOjA,Bangla Sahitto,4254.0,Audio-book,https://www.youtube.com/watch?v=hg0F0u-VK-4
hjZhYf8LlYg,UCtqhyXrC2qP-x40NrL4bPRw,ONLINE TV BANGLA,4344.0,Commentary,https://www.youtube.com/watch?v=hjZhYf8LlYg
hk87ZdLEbOQ,UCtqvtAVmad5zywaziN6CbfA,Ekattor TV,954.0,News,https://www.youtube.com/watch?v=hk87ZdLEbOQ
hkL_6-cnMlI,UCJJBtUqjm-QjJ7Cvtz0yqbQ,2 Cents Podcast,5931.0,Podcast,https://youtu.be/hkL_6-cnMlI?si=btJ0sj0jW28XxBRY
hl7vp0X_f3I,UCz8RV3ySqP3SmgQFZzceVPg,Asad Noor,4229.0,Comedy / Satire,https://www.youtube.com/watch?v=hl7vp0X_f3I
honrieP3VYI,UCuaKfe_NyVViSRTx25VhkWQ,Kabbik - Bangla Audiobook,1834.0,Audio-book,https://www.youtube.com/watch?v=honrieP3VYI
hsjg0y5UX_E,UCz8RV3ySqP3SmgQFZzceVPg,Asad Noor,641.0,Comedy / Satire,https://www.youtube.com/watch?v=hsjg0y5UX_E
huXqMvhSP5c,UCoDZmuYeq9k5UCFu7qYPkNA,Tafsir Mahfil Media,3183.0,Waz,https://www.youtube.com/watch?v=huXqMvhSP5c
hwFj244UiS8,UCNNbS9UTVrtezVUD398xGJA,Jatra Pagol,5990.0,Comedy / Satire,https://www.youtube.com/watch?v=hwFj244UiS8
i18RklXZMfk,UCyNJTXvvD-1gWzjC59Oc_Mg,Plabon World,2265.0,Movie,https://www.youtube.com/watch?v=i18RklXZMfk
i3t8mVDnK0U,UCjlqGztXLFoV8rV2SbOKLjQ,Rtv Entertainment,2628.0,Podcast,https://www.youtube.com/watch?v=i3t8mVDnK0U&list=PLJGCn5V1c05xEQ-YK6RPWUnTuEWBeLMG9&index=14
i6UGrUahTcg,UCUvXoiDEKI8VZJrr58g4VAw,DBC NEWS,2223.0,Talk-show,https://www.youtube.com/watch?v=i6UGrUahTcg
i91JslRBgqg,UCqM539gElW6mozNgGK4egrg,Natok Online,3359.0,Natok,https://www.youtube.com/watch?v=i91JslRBgqg
i9OHMQomDT0,UC2vPB7kicFrXco08eaQ8ZPg,Mufti Kazi Ibrahim,568.0,Waz,https://www.youtube.com/watch?v=i9OHMQomDT0
iKNlwZ12x6U,UCyNJTXvvD-1gWzjC59Oc_Mg,Plabon World,2185.0,Movie,https://www.youtube.com/watch?v=iKNlwZ12x6U
iNtEPQ0pVTM,UC5T7NU1C2GRViwJgwLOXk2g,Abhijit Story Zone,2511.0,Audio-book,https://www.youtube.com/watch?v=iNtEPQ0pVTM
iONevl7KV88,UCDSr1O03HqPGQmQpukxeCPw,Bangla Audiobook,1356.0,Audio-book,https://www.youtube.com/watch?v=iONevl7KV88
iYLkUoK0S1M,UCIjLRyywnG8olYXAEVYGYgQ,Tawsif Mahbub,2639.0,Natok,https://www.youtube.com/watch?v=iYLkUoK0S1M
iZNl2ixNvOE,UCJJYxWhu77PG_o7nbU_2tXQ,Audio Book Bangla by Faheem,6929.0,Audio-book,https://www.youtube.com/watch?v=iZNl2ixNvOE
iaL-WMy6ZGU,UCmzj6hXrPZ_AwIZ8lgo-HuQ,Golpo FM,3219.0,Audio-book,https://www.youtube.com/watch?v=iaL-WMy6ZGU
ieTujadlovM,UCza5m5lU6rquLOEMAl1h95g,Live Tech,7622.0,Movie,https://www.youtube.com/watch?v=ieTujadlovM
iixxPHYOLU8,UCACNN-XoSJZLlkVAkc09B4Q,Eso Galpo Shuni,2991.0,Audio-book,https://www.youtube.com/watch?v=iixxPHYOLU8
ikrneUptEU0,UC9jsDC5iXnPBrRXAIGmbIQQ,Chatgaiya Natok,4400.0,Natok,https://www.youtube.com/watch?v=ikrneUptEU0
ilqZ2HVWdzE,UCUNEzmQ3zcifrhn0HwCgjYg,The Business Standard,3153.0,Podcast,https://www.youtube.com/watch?v=ilqZ2HVWdzE&list=TLPQMzEwMTIwMjY_kwTWGkzuxQ&index=5
io8Gv1tWhk4,UC2w7PA1YGcfXKbiH5RRnsFw,Bongo Cinema,7542.0,Movie,https://www.youtube.com/watch?v=io8Gv1tWhk4
iqBPbeUuvGE,UCACNN-XoSJZLlkVAkc09B4Q,Eso Galpo Shuni,3294.0,Audio-book,https://www.youtube.com/watch?v=iqBPbeUuvGE
ivrXR1xrrdM,UCHdKsVKYS3OmPuDvOJ6iI_Q,Audifeel,2025.0,Audio-book,https://youtu.be/ivrXR1xrrdM?si=KtqycBehVlm3G4Ju
izf8FS3TSJQ,UC5T7NU1C2GRViwJgwLOXk2g,Abhijit Story Zone,3111.0,Audio-book,https://www.youtube.com/watch?v=izf8FS3TSJQ
j2BNvCl6evU,UCACNN-XoSJZLlkVAkc09B4Q,Eso Galpo Shuni,1550.0,Audio-book,https://www.youtube.com/watch?v=j2BNvCl6evU
j3CJ_flrMro,UCte_iwe2WaPS2lgMKPvAy8g,Tritiyo Matra,588.0,Talk-show,https://www.youtube.com/watch?v=j3CJ_flrMro
j6CF7DAYROY,UCW5yX7_V4lBgyhAELf--cxA,SameerScane,3309.0,Podcast,https://youtu.be/j6CF7DAYROY?si=8z7sbZWk0H_NAMBR
j8qe-ob4h98,UChFYpBlY-nHelvEtoR42erw,SB Cinema Hall,8105.0,Movie,https://www.youtube.com/watch?v=j8qe-ob4h98
jHh1-5Hz4Jk,UCF7USNwvrBhFCXsohC_U9ag,My AudioBook,1218.0,Audio-book,https://www.youtube.com/watch?v=jHh1-5Hz4Jk
jU8E9ftgkJg,UCev6J20wHMhI_UaV4vteRJQ,Startup Bangladesh Podcast,3337.0,Podcast,https://www.youtube.com/watch?v=jU8E9ftgkJg
jY5Bm5NP2g4,UCUxdUUZZNXrZprkqTja0Ltg,Global TV News,2294.0,Talk-show,https://www.youtube.com/watch?v=jY5Bm5NP2g4
jZmWO4TKw6c,UCZ1_y4N1GvURMgyaRDU6qiw,Live Update বাংলাদেশের রাজনীতি,2943.0,Talk-show,https://www.youtube.com/watch?v=jZmWO4TKw6c
jjJGkUa3KrQ,UCACNN-XoSJZLlkVAkc09B4Q,Eso Galpo Shuni,3878.0,Audio-book,https://www.youtube.com/watch?v=jjJGkUa3KrQ
jkDYTwU7jTw,UC9FHe3sU-2xmFyEOOHWGbxA,Bangla Natok 2024,2265.0,Natok,https://www.youtube.com/watch?v=jkDYTwU7jTw
jmbbtO27bpI,UCjIi0uZg4h5Ar8gvLDTrGwA,GTV News,3503.0,Talk-show,https://www.youtube.com/watch?v=jmbbtO27bpI
jtdUdNlurWs,UCmzT7IffenKCFiqcJkyU7oQ,Rose Tv24,4269.0,Waz,https://www.youtube.com/watch?v=jtdUdNlurWs
jzS_2zItbAI,UCrOUqyU99P-HZOS6bSCd96g,AudioKothon with RAJIA,2906.0,Audio-book,https://www.youtube.com/watch?v=jzS_2zItbAI
k81fM0nATlM,UCBz9qbqujcjIavFmBJW2oZw,Sony AATH,3998.0,Cartoon,https://www.youtube.com/watch?v=k81fM0nATlM
k81ok_geQeM,UCJJYxWhu77PG_o7nbU_2tXQ,Audio Book Bangla by Faheem,8667.0,Audio-book,https://www.youtube.com/watch?v=k81ok_geQeM
k9Xma000zKs,UCLZLfy4DVTfpBpylslR_OPQ,Nadir On The Go,696.0,Comedy / Satire,https://www.youtube.com/watch?v=k9Xma000zKs
kD64SxX3UhA,UCrOUqyU99P-HZOS6bSCd96g,AudioKothon with RAJIA,2738.0,Audio-book,https://www.youtube.com/watch?v=kD64SxX3UhA
kHFxASvRBF8,UCWFh6WA5EtY6iifRezDbVFw,Rumman Rashid Khan,6622.0,Political,https://www.youtube.com/watch?v=kHFxASvRBF8
kNqQFFgoOKE,UCBQ-OHytz7N-iP8G4bdb18w,Rangpur Funny Video,335.0,Comedy / Satire,https://www.youtube.com/watch?v=kNqQFFgoOKE
kZeggaqmxcw,UCb-d2dCbEt_T-d3qf3oMICw,Khalid Farhan,2755.0,Political,https://www.youtube.com/watch?v=kZeggaqmxcw
kezGvnt2tlk,UCsjSRfeVFmJcps2Bki1dRCw,NTV Drama,1307.0,Natok,https://www.youtube.com/watch?v=kezGvnt2tlk
krhceNw9C58,UCACNN-XoSJZLlkVAkc09B4Q,Eso Galpo Shuni,1448.0,Audio-book,https://www.youtube.com/watch?v=krhceNw9C58
ktkvef6loFo,UCsBqX8QguRdkawdlNbIL1dw,Kaler Kantho,4151.0,Talk-show,https://www.youtube.com/watch?v=ktkvef6loFo
ktqYab82_tM,UCKkco3ii64aHLMb8JilZP5g,Golpo Toru ред ржЧрж▓рзНржк рждрж░рзБ,2041.0,Audio-book,https://www.youtube.com/watch?v=ktqYab82_tM
kvH8pkQbnbM,UC0ESiUN0fy6sS_zxO5jOP-g,Channel Nine BD,4209.0,Talk-show,https://www.youtube.com/watch?v=kvH8pkQbnbM
kxBSOeXeJ-E,UCNUFterLJ9vpFZZ0try7sLA,Somoy TV,1476.0,News,https://www.youtube.com/watch?v=kxBSOeXeJ-E
kyyvdxUQUGo,UCNUFterLJ9vpFZZ0try7sLA,Somoy TV,1249.0,News,https://www.youtube.com/watch?v=kyyvdxUQUGo
l21obX-RTPA,UCACNN-XoSJZLlkVAkc09B4Q,Eso Galpo Shuni,4576.0,Audio-book,https://www.youtube.com/watch?v=l21obX-RTPA
l4Be9Y3eMVM,UCACNN-XoSJZLlkVAkc09B4Q,Eso Galpo Shuni,3161.0,Audio-book,https://www.youtube.com/watch?v=l4Be9Y3eMVM
lCIOIVA4t-E,UC5T7NU1C2GRViwJgwLOXk2g,Abhijit Story Zone,4066.0,Audio-book,https://www.youtube.com/watch?v=lCIOIVA4t-E
lEFnZ9Jof-c,UCeuvxGn6xJB-4KbRGJYwf0A,Dr. Mahbubur Rahman,377.0,Waz,https://www.youtube.com/watch?v=lEFnZ9Jof-c
lIFmpDHpddE,UClGbJpMriOVQd0eLdJJoUDQ,ATN Bangla Talk Show,2816.0,Talk-show,https://www.youtube.com/watch?v=lIFmpDHpddE
lIJSbHPkjLI,UCxHoBXkY88Tb8z1Ssj6CWsQ,SOMOY TV,2162.0,Talk-show,https://www.youtube.com/watch?v=lIJSbHPkjLI
lIZLUqf3wRo,UCF7USNwvrBhFCXsohC_U9ag,My AudioBook,2823.0,Audio-book,https://www.youtube.com/watch?v=lIZLUqf3wRo
lM7CXSyknEI,UCrOUqyU99P-HZOS6bSCd96g,AudioKothon with RAJIA,3001.0,Audio-book,https://www.youtube.com/watch?v=lM7CXSyknEI
lMgzBP9M748,UCsjSRfeVFmJcps2Bki1dRCw,NTV Natok,1280.0,Natok,https://www.youtube.com/watch?v=lMgzBP9M748
lQwtf4eXGkA,UCb-d2dCbEt_T-d3qf3oMICw,Khalid Farhan,3362.0,Political,https://www.youtube.com/watch?v=lQwtf4eXGkA
lRoj8QSD5qw,UCR0qyv3paMYTGGxuK20ypJg,Durbeen TV,3136.0,Natok,https://www.youtube.com/watch?v=lRoj8QSD5qw
