video_id,channel_id,channel_name,duration_sec,category,video_url
QBiH6iGFcws,UCBz9qbqujcjIavFmBJW2oZw,Sony AATH,3979.0,Cartoon,https://www.youtube.com/watch?v=QBiH6iGFcws
QIDTZesuYT4,UCpNi3ip_fJY3vLVdqWbTzzA,Kazi Shuvo,5846.0,Podcast,https://www.youtube.com/watch?v=QIDTZesuYT4
QP9Yw_jjOGQ,UCrOUqyU99P-HZOS6bSCd96g,AudioKothon with RAJIA,2604.0,Audio-book,https://www.youtube.com/watch?v=QP9Yw_jjOGQ
QW1V6i26UzA,UC2PvBto6gvSLVub6CdwaivA,Mir Sabbir,2600.0,Comedy / Satire,https://www.youtube.com/watch?v=QW1V6i26UzA
QZXbMx16Swo,UCACNN-XoSJZLlkVAkc09B4Q,Eso Galpo Shuni,3709.0,Audio-book,https://www.youtube.com/watch?v=QZXbMx16Swo
QcI39mfmCBU,UCN6sm8iHiPd0cnoUardDAnw,Jamuna TV,2859.0,Talk-show,https://www.youtube.com/watch?v=QcI39mfmCBU
QguII_4ycy4,UCoVedw-zA-ENyN6ia3N5F7Q,StarZon Bangla,1154.0,Cartoon,https://www.youtube.com/watch?v=QguII_4ycy4
QhUXGjazLx8,UCA4y9g_GRdNrZLH_u5LLSdw,BanglaVision NEWS,3044.0,Talk-show,https://www.youtube.com/watch?v=QhUXGjazLx8
QiJxBWIm49g,UCJJYxWhu77PG_o7nbU_2tXQ,Audio Book Bangla by Faheem,5619.0,Audio-book,https://www.youtube.com/watch?v=QiJxBWIm49g
QiaDv1LfG2w,UC5T7NU1C2GRViwJgwLOXk2g,Abhijit Story Zone,5059.0,Audio-book,https://www.youtube.com/watch?v=QiaDv1LfG2w
QlBzMT4754Y,UCR9-c_ryeb4OM_I3c3zUFYw,Bangladeshi Food Reviewer,2190.0,Vlog,https://youtu.be/QlBzMT4754Y?si=BMKir3yJBWJODe6v
Qq1T2Cyg9dI,UCTHZM7wRSyXFM9AOUCnFFBQ,Moon Movie Club,4069.0,Movie,https://www.youtube.com/watch?v=Qq1T2Cyg9dI
QuTuIYJ2OII,UCt0CuBEsH6mAjSUaH2jCCow,As-Sunnah Foundation,1827.0,Waz,https://www.youtube.com/watch?v=QuTuIYJ2OII
QyX6WnfhebY,UCqM539gElW6mozNgGK4egrg,Natok Online,2575.0,Natok,https://www.youtube.com/watch?v=QyX6WnfhebY
R75MSLtGS_U,UCCmRFttgBHqER_H2M-7rTgA,SONY AATH - CARTOON AATH,1247.0,Cartoon,https://www.youtube.com/watch?v=R75MSLtGS_U
RAus6ydsi1M,UCte_iwe2WaPS2lgMKPvAy8g,Tritiyo Matra,3039.0,Talk-show,https://www.youtube.com/watch?v=RAus6ydsi1M
RDnab_2rBGo,UCuaKfe_NyVViSRTx25VhkWQ,Kabbik - Bangla Audiobook,3623.0,Audio-book,https://www.youtube.com/watch?v=RDnab_2rBGo
RGa01SYMAs4,UCo7FBXJMYW6kQPBXlTTls7w,RTV Drama,328.0,Natok,https://www.youtube.com/watch?v=RGa01SYMAs4
RJ0CI0z6_rc,UCEcrTyTUDN_FdPs6lugD3BA,Movie Scene Box,7031.0,Movie,https://www.youtube.com/watch?v=RJ0CI0z6_rc
RM6sQiQqltw,UCbgcYEdMsuypG2NJ-znBp3w,ATN Bangla News,1864.0,Talk-show,https://www.youtube.com/watch?v=RM6sQiQqltw
RXzoxB2F-vA,UCSH9oBwuVaEX2qrJm38MTzw,RM Media Studio,6369.0,Movie,https://www.youtube.com/watch?v=RXzoxB2F-vA
RZs_ab4goI0,UCF7USNwvrBhFCXsohC_U9ag,My AudioBook,3219.0,Audio-book,https://www.youtube.com/watch?v=RZs_ab4goI0
R_e3Ualz-No,UCwIzJ_UWnn1Uc8d1H8nCuUA,Enayet Chowdhury,880.0,Talk-show,https://www.youtube.com/watch?v=R_e3Ualz-No
R_tdgJ7vvI0,UCxHoBXkY88Tb8z1Ssj6CWsQ,SOMOY TV,2086.0,Talk-show,https://www.youtube.com/watch?v=R_tdgJ7vvI0
RfFZaBoXLXA,UCZpqj1zs1amwLM5d7sR9S2A,সিনেফ্রিক,2427.0,Movie,https://www.youtube.com/watch?v=RfFZaBoXLXA
RkV46Gq7RuE,UCsmwtLD4Dhm_SjHacEUpFBQ,OnnoRokom Uddokta,4190.0,Talk-show,https://www.youtube.com/watch?v=RkV46Gq7RuE
Rl79l4USkdM,UCN6sm8iHiPd0cnoUardDAnw,Jamuna TV,172.0,News,https://www.youtube.com/watch?v=Rl79l4USkdM
Rmqu-kEZ288,UCAz6rveBalVnE6qTmfQnvyQ,Channel i Tv,3343.0,Commentary,https://www.youtube.com/watch?v=Rmqu-kEZ288&list=PLpkqfP6xSum7KsNoERBRgWpzL5JxipeFu&index=4
RpHdnTifOXA,UClzwimpLoZu9us9MwalLbtA,Bangladesh Television,1596.0,Audio-book,https://www.youtube.com/watch?v=RpHdnTifOXA
RpkMfB_RRq0,UCmDHa9dfQUNYvhWd-FsNaag,Roy Parrett,2374.0,Talk-show,https://www.youtube.com/watch?v=RpkMfB_RRq0
S3Ccarn5lOE,UCL89KKkLs0tZKld-iIS3NGw,10 Minute School,2590.0,Talk-show,https://www.youtube.com/watch?v=S3Ccarn5lOE
S9X2LHYgxaA,UCIO1zDtxhFjtXhQGuKafUmg,CD Choice,8845.0,Movie,https://www.youtube.com/watch?v=S9X2LHYgxaA
SCQCWSBJaQI,UCJJYxWhu77PG_o7nbU_2tXQ,Audio Book Bangla by Faheem,6041.0,Audio-book,https://youtu.be/SCQCWSBJaQI?si=cS-cW3JMZ8jOwTFt
SKo130KTXQo,UCOVE8X2Yqg1ekZjYMcMbrtw,Madhubanti Mukherjee,2950.0,Music,https://www.youtube.com/watch?v=SKo130KTXQo
SNFopw-03XU,UCF7USNwvrBhFCXsohC_U9ag,My AudioBook,3433.0,Audio-book,https://www.youtube.com/watch?v=SNFopw-03XU
SSweEUIQvZ8,UC7GUB-hjMvx8cbzDVxdbQAA,SNF Bangla,9602.0,Movie,https://www.youtube.com/watch?v=SSweEUIQvZ8
STBOep-Ru2I,UCywlgbSI9GKo-svpYLjeC7w,MK Studio India,7394.0,Music,https://www.youtube.com/watch?v=STBOep-Ru2I
S_lgeeYcIh8,UCM_1fk-izt9tviCXZLdckQw,Dr. Zakir Naik Bangla,954.0,Waz,https://www.youtube.com/watch?v=S_lgeeYcIh8
SfKYsDNHHq8,UCJJYxWhu77PG_o7nbU_2tXQ,Audio Book Bangla by Faheem,6736.0,Audio-book,https://www.youtube.com/watch?v=SfKYsDNHHq8
SjDqIRreYbQ,UCFlSrobAqUBzN80Et09iRQA,Boishakhi TV,1154.0,News,https://www.youtube.com/watch?v=SjDqIRreYbQ
SskgAqiOsIs,UC1LNRAsWgw_Pcc2mCJfoOjA,Bangla Sahitto,1982.0,Audio-book,https://www.youtube.com/watch?v=SskgAqiOsIs
T4RPTd0lKmQ,UCccHjrZ3Db_471nivPDiICQ,Tasneem Khalil,822.0,News,https://www.youtube.com/watch?v=T4RPTd0lKmQ
TCtIIxhq4t4,UCWFh6WA5EtY6iifRezDbVFw,Radio Din Raat 93.6fm,5350.0,Podcast,https://www.youtube.com/watch?v=TCtIIxhq4t4
TM12f-DoFDY,UCwO2IsXSjviAoYnaYS2dAhQ,NTV Shows,3960.0,Talk-show,https://www.youtube.com/watch?v=TM12f-DoFDY&list=PLsoqXr7gqLBwQELPBn_zQ4NcVxg11QUGg
Ta6kP_cnNSA,UCUvXoiDEKI8VZJrr58g4VAw,DBC NEWS,2718.0,Talk-show,https://www.youtube.com/watch?v=Ta6kP_cnNSA
Ta7vmym9vQQ,UCACNN-XoSJZLlkVAkc09B4Q,Eso Galpo Shuni,3160.0,Audio-book,https://www.youtube.com/watch?v=Ta7vmym9vQQ
TbQ6m5ov6Vk,UCKkco3ii64aHLMb8JilZP5g,Golpo Toru ред ржЧрж▓рзНржк рждрж░рзБ,2756.0,Audio-book,https://www.youtube.com/watch?v=TbQ6m5ov6Vk
TnXrXA9oMS0,UCql6nzU1vRapqcL1OVj7pbQ,Mr. Mixer's World,2176.0,Vlog,https://www.youtube.com/watch?v=TnXrXA9oMS0
U210Vg7ikiA,UCrOUqyU99P-HZOS6bSCd96g,AudioKothon with RAJIA,3210.0,Audio-book,https://www.youtube.com/watch?v=U210Vg7ikiA
U72X1nF2ZLI,UCJJYxWhu77PG_o7nbU_2tXQ,Audio Book Bangla by Faheem,10001.0,Audio-book,https://youtu.be/U72X1nF2ZLI?si=pEoUNFOvpuiV0PV0
UByc-pLQP-4,UC3ZEA143iMgN2y-AAoUV-jg,Shikkhok Batayon,346.0,Education,https://www.youtube.com/watch?v=UByc-pLQP-4
UCwDTeKwYdI,UCtqvtAVmad5zywaziN6CbfA,Ekattor TV,370.0,News,https://www.youtube.com/watch?v=UCwDTeKwYdI
UEZb79SvQt8,UCz8kD6OLDUGgq7QqTN3nIyQ,Alap - আলাপ,3577.0,Talk-show,https://www.youtube.com/watch?v=UEZb79SvQt8
UI3L7BAhBck,UCDSr1O03HqPGQmQpukxeCPw,Bangla Audiobook,1263.0,Audio-book,https://www.youtube.com/watch?v=UI3L7BAhBck
UKK8C56J1ko,UCvoC1eVphUAe7a0m-uuoPbg,Bongo Movies,7933.0,Movie,https://www.youtube.com/watch?v=UKK8C56J1ko
UP5kRgsqhlA,UC5T7NU1C2GRViwJgwLOXk2g,Abhijit Story Zone,3860.0,Audio-book,https://www.youtube.com/watch?v=UP5kRgsqhlA
UT0a504rXqU,UC3wfNI_ZipV1Nihswf540oA,Capital Drama,3708.0,Natok,https://www.youtube.com/watch?v=UT0a504rXqU
UVlqd5A5rrs,UCpNi3ip_fJY3vLVdqWbTzzA,Laser Vision,2012.0,Natok,https://www.youtube.com/watch?v=UVlqd5A5rrs
UWAyMQ6uhrY,UCPihnmmuYscyPAIQVkVuegA,VHF TV,1119.0,Comedy / Satire,https://www.youtube.com/watch?v=UWAyMQ6uhrY
UXsmfW7dv6I,UC_YEeUix2bvVOuLxEUw2SnQ,Eagle Team,1599.0,Natok,https://www.youtube.com/watch?v=UXsmfW7dv6I
UZ90ibm_PIQ,UCsBqX8QguRdkawdlNbIL1dw,Kaler Kantho,4587.0,Talk-show,https://www.youtube.com/watch?v=UZ90ibm_PIQ
UcivX-5ZDMY,UCE25xIsy7wRVOp4dylbpajA,My Chokh,6687.0,Movie,https://www.youtube.com/watch?v=UcivX-5ZDMY
UihWQKs9BCw,UCN6sm8iHiPd0cnoUardDAnw,Jamuna TV,153.0,News,https://www.youtube.com/watch?v=UihWQKs9BCw
Uivhy4xoQ_Y,UCBQ-OHytz7N-iP8G4bdb18w,Rangpur Funny Video,408.0,Comedy / Satire,https://www.youtube.com/watch?v=Uivhy4xoQ_Y
UwCnTJhdHho,UCF7USNwvrBhFCXsohC_U9ag,My AudioBook,3002.0,Audio-book,https://www.youtube.com/watch?v=UwCnTJhdHho
UzxeZUqQKXc,UCF7USNwvrBhFCXsohC_U9ag,My AudioBook,2780.0,Audio-book,https://www.youtube.com/watch?v=UzxeZUqQKXc
V3hTK09OeUk,UCHdzwjM47GBHwkbd8WlKByA,Md Nafiz Imtiaz,6651.0,Audio-book,https://www.youtube.com/watch?v=V3hTK09OeUk&list=PLVNGg0FVJmT4nQFhbnO3aoIxI8hw190oz&index=4
VAbYSisI4EI,UCqle5cwtPckB2N8sSQoynwg,Global TV Online,3610.0,Natok,https://www.youtube.com/watch?v=VAbYSisI4EI
VF3xGSXelRc,UCdYbJlKkHcVZJWaPQKxcXrQ,Sabbir Ahmed Podcast,3332.0,Podcast,https://www.youtube.com/watch?v=VF3xGSXelRc
VI9s2XGL6zE,UCKkco3ii64aHLMb8JilZP5g,Golpo Toru ред ржЧрж▓рзНржк рждрж░рзБ,3021.0,Audio-book,https://www.youtube.com/watch?v=VI9s2XGL6zE
VRNoO8B83L0,UCF7USNwvrBhFCXsohC_U9ag,My AudioBook,3027.0,Audio-book,https://www.youtube.com/watch?v=VRNoO8B83L0
VUCbQgYJLPM,UCVMgCAmuQt7kMEX-2JZ0bXA,BRAHMA KUMARIS ANIMATION,1751.0,Talk-show,https://www.youtube.com/watch?v=VUCbQgYJLPM
VZ_wMfczir8,UCBz9qbqujcjIavFmBJW2oZw,Sony AATH,3964.0,Cartoon,https://www.youtube.com/watch?v=VZ_wMfczir8
VcMlfENoWBI,UCIO1zDtxhFjtXhQGuKafUmg,CD Choice,318.0,Music,https://www.youtube.com/watch?v=VcMlfENoWBI
Vhk3Pncxlo0,UCPihnmmuYscyPAIQVkVuegA,VHF TV,1052.0,Comedy / Satire,https://www.youtube.com/watch?v=Vhk3Pncxlo0
Vj-mnHhQkUY,UCKkco3ii64aHLMb8JilZP5g,Golpo Toru ред ржЧрж▓рзНржк рждрж░рзБ,2876.0,Audio-book,https://www.youtube.com/watch?v=Vj-mnHhQkUY
Vkg9KjadK-g,UC7PwfNI2zuokhCctN9VymLg,Protidiner Bangladesh,314.0,Education,https://www.youtube.com/watch?v=Vkg9KjadK-g
Vpf3r9sFnr8,UCDSr1O03HqPGQmQpukxeCPw,Bangla Audiobook,1551.0,Audio-book,https://www.youtube.com/watch?v=Vpf3r9sFnr8
W1nypCF0MiQ,UCFQjG6T8O0ZlccCF5c8rsxA,Waz Mahfil Bangla,1243.0,Waz,https://www.youtube.com/watch?v=W1nypCF0MiQ
W1w1qJV7o1k,UCnNV-gK76uD4ivFup-07crQ,ACS Future School,3983.0,Education,https://www.youtube.com/watch?v=W1w1qJV7o1k&list=PLsRCKEpC3AenGaRibT9ViBytZwBneHGnd&index=2
W3dcjpJgrdY,UClmB-LKyKz-wslWagCDYqZg,Bangla News Today,1764.0,Talk-show,https://www.youtube.com/watch?v=W3dcjpJgrdY
WFuvRLLaXoU,UCqM539gElW6mozNgGK4egrg,Natok Online,2579.0,Natok,https://www.youtube.com/watch?v=WFuvRLLaXoU
WGnCS32iriU,UCVO8HTTCupXu200gNsLsKCA,Close Up Kache Ashar Golpo,691.0,Talk-show,https://www.youtube.com/watch?v=WGnCS32iriU
WeBhNYEAgaQ,UC7lUFHcujxyC76r2LkmSOZA,Maasranga Program,3896.0,Music,https://www.youtube.com/watch?v=WeBhNYEAgaQ
WhKde9R9br8,UC_YEeUix2bvVOuLxEUw2SnQ,Eagle Team,1607.0,Natok,https://www.youtube.com/watch?v=WhKde9R9br8
Wml3u6OGrTU,UC5csuMwNPRsU9AWOSr94wmg,ETV Talk Show,2244.0,Talk-show,https://www.youtube.com/watch?v=Wml3u6OGrTU
Wny8mx8sblQ,UChFYpBlY-nHelvEtoR42erw,SB Cinema Hall,7874.0,Movie,https://www.youtube.com/watch?v=Wny8mx8sblQ
WqhrOtb-yrc,UC2wbVBZtlIMRfaKD6A97YIQ,Shahjalal University Debating Society (SUDS),1953.0,Political,https://www.youtube.com/watch?v=WqhrOtb-yrc
Wwzu4G2tH2I,UC5T7NU1C2GRViwJgwLOXk2g,Abhijit Story Zone,4661.0,Audio-book,https://www.youtube.com/watch?v=Wwzu4G2tH2I
X020uvCGuN8,UC3fW9w2_AZ2_9wb_P0ia4mA,Sunday Suspense,3268.0,Natok,https://www.youtube.com/watch?v=X020uvCGuN8
X0Mdff7hk7I,UCoVedw-zA-ENyN6ia3N5F7Q,StarZon Bangla,1116.0,Cartoon,https://www.youtube.com/watch?v=X0Mdff7hk7I
X0Y1Ql09CXY,UCR9-c_ryeb4OM_I3c3zUFYw,Bangladeshi Food Reviewer,2288.0,Vlog,https://youtu.be/X0Y1Ql09CXY?si=p44muylf47BR0pyE
X7-Has1Ftug,UCeNFssPnBfjYw7q6BAQdsuw,Rafsan Sabab,4068.0,Podcast,https://www.youtube.com/watch?v=X7-Has1Ftug
X7KG24g_krY,UCA4y9g_GRdNrZLH_u5LLSdw,BanglaVision NEWS,4176.0,Talk-show,https://www.youtube.com/watch?v=X7KG24g_krY
XIjb49E9dp0,UC3ZEA143iMgN2y-AAoUV-jg,Shikkhok Batayon,449.0,Education,https://www.youtube.com/watch?v=XIjb49E9dp0
XMMOUauKsRg,UCN6sm8iHiPd0cnoUardDAnw,Jamuna TV,92.0,News,https://www.youtube.com/watch?v=XMMOUauKsRg
XNR-fQA6DX8,UCZxu0dMOx9JpYsWkyDwunAQ,Moner Jotno Phone-e,727.0,Podcast,https://www.youtube.com/watch?v=XNR-fQA6DX8
XTNhLo2rwV8,UC7PwfNI2zuokhCctN9VymLg,Protidiner Bangladesh,311.0,Education,https://www.youtube.com/watch?v=XTNhLo2rwV8
XU7P9fm3--8,UCNUFterLJ9vpFZZ0try7sLA,SOMOY TV Bulletin,2294.0,Talk-show,https://www.youtube.com/watch?v=XU7P9fm3--8
Xa0xMv0zSmY,UCnM1bIVGUXUIgj-8pqtw1dw,Cine Recaps BD,2340.0,Movie,https://www.youtube.com/watch?v=Xa0xMv0zSmY
Xgm3_zW2tKc,UCiF1OI_7p7KBD1ccyT6wUFA,FNS TV,1753.0,Comedy / Satire,https://www.youtube.com/watch?v=Xgm3_zW2tKc
Xjz7C67ox8g,UC5T7NU1C2GRViwJgwLOXk2g,Abhijit Story Zone,1864.0,Audio-book,https://www.youtube.com/watch?v=Xjz7C67ox8g
Xl5lW9I1F60,UClGbJpMriOVQd0eLdJJoUDQ,ATN Bangla Talk Show,2587.0,Talk-show,https://www.youtube.com/watch?v=Xl5lW9I1F60
XomlwH-EBf8,UCsr6QVeLlkitleHoS0T4IxQ,Banglavision DRAMA,2478.0,Natok,https://www.youtube.com/watch?v=XomlwH-EBf8
Xy0XB8te5z8,UCR9-c_ryeb4OM_I3c3zUFYw,Bangladeshi Food Reviewer,2369.0,Vlog,https://youtu.be/Xy0XB8te5z8?si=i27ddkpkqKQe8fJe
Xzjowt-i5_c,UC5T7NU1C2GRViwJgwLOXk2g,Abhijit Story Zone,2327.0,Audio-book,https://www.youtube.com/watch?v=Xzjowt-i5_c
XzjvPiP0dLc,UCTCYEq1JM1ejw7tkdFSndEg,10 Minute School,2030.0,Education,https://www.youtube.com/watch?v=XzjvPiP0dLc
Y4SwD_-uBjE,UCSCDSgmIc-uBIU6xf6SevDQ,UNSCRIPTED talk with Santadip,2853.0,Talk-show,https://www.youtube.com/watch?v=Y4SwD_-uBjE
Y4i5ehumFQY,UCKkco3ii64aHLMb8JilZP5g,Golpo Toru ред ржЧрж▓рзНржк рждрж░рзБ,3561.0,Audio-book,https://www.youtube.com/watch?v=Y4i5ehumFQY
YEueYhiptQY,UC2vPB7kicFrXco08eaQ8ZPg,Mufti Kazi Ibrahim,1449.0,Waz,https://www.youtube.com/watch?v=YEueYhiptQY
YIGfToduQnM,UCAgSJWQR0kZRm4020_BPNpQ,Abdul Hamid Madani,2113.0,Waz,https://www.youtube.com/watch?v=YIGfToduQnM
Ygruwy1Kq9k,UCUvXoiDEKI8VZJrr58g4VAw,DBC NEWS,2259.0,Talk-show,https://www.youtube.com/watch?v=Ygruwy1Kq9k
Yj0nmOoLXTY,UCKkco3ii64aHLMb8JilZP5g,Golpo Toru ред ржЧрж▓рзНржк рждрж░рзБ,3108.0,Audio-book,https://www.youtube.com/watch?v=Yj0nmOoLXTY
YjDt6mpVm_E,UCR9-c_ryeb4OM_I3c3zUFYw,Bangladeshi Food Reviewer,2308.0,Vlog,https://youtu.be/YjDt6mpVm_E?si=BR3g_6WXYU-_AxQc
Yp1Ni5tGv04,UCsjSRfeVFmJcps2Bki1dRCw,NTV Natok,2709.0,Natok,https://www.youtube.com/watch?v=Yp1Ni5tGv04
YyIit16We-4,UCJJBtUqjm-QjJ7Cvtz0yqbQ,2 Cents Podcast,5824.0,Podcast,https://youtu.be/YyIit16We-4?si=HDaHfbgn_PtPO9ze
ZS-PQmWCCWI,UCGC1W62EtTwIahkao6vrKuw,Natok Bazar,3439.0,Natok,https://www.youtube.com/watch?v=ZS-PQmWCCWI
ZSjgZ5_e13w,UCKkco3ii64aHLMb8JilZP5g,Golpo Toru ред ржЧрж▓рзНржк рждрж░рзБ,2453.0,Audio-book,https://www.youtube.com/watch?v=ZSjgZ5_e13w
ZYCoHqp8HMA,UCF7USNwvrBhFCXsohC_U9ag,My AudioBook,6183.0,Audio-book,https://www.youtube.com/watch?v=ZYCoHqp8HMA
Z_3pP92QwRQ,UCqle5cwtPckB2N8sSQoynwg,Global TV Online,2826.0,Natok,https://www.youtube.com/watch?v=Z_3pP92QwRQ
Z_ZVoDtqNqI,UCR9-c_ryeb4OM_I3c3zUFYw,Bangladeshi Food Reviewer,2166.0,Vlog,https://youtu.be/Z_ZVoDtqNqI?si=_hfXA4X1cXODQSTz
ZaJSu8AuZXA,UCmCCTsDl-eCKw91shC7ZmMw,Desh TV News,2248.0,Talk-show,https://www.youtube.com/watch?v=ZaJSu8AuZXA
ZbAiQy5vnWw,UCz8RV3ySqP3SmgQFZzceVPg,Asad Noor,729.0,Comedy / Satire,https://www.youtube.com/watch?v=ZbAiQy5vnWw
ZmYYU0po7r0,UCnM1bIVGUXUIgj-8pqtw1dw,Cine Recaps BD,2185.0,Movie,https://www.youtube.com/watch?v=ZmYYU0po7r0
ZoLz2JVnRkI,UCLuPUjbBSIYmltR5D8Srq7A,Channel i Shows,1706.0,Talk-show,https://www.youtube.com/watch?v=ZoLz2JVnRkI
Zs1-cNPKfAM,UCrOUqyU99P-HZOS6bSCd96g,AudioKothon with RAJIA,2370.0,Audio-book,https://www.youtube.com/watch?v=Zs1-cNPKfAM
ZvQiEaguIRs,UC5T7NU1C2GRViwJgwLOXk2g,Abhijit Story Zone,3417.0,Audio-book,https://www.youtube.com/watch?v=ZvQiEaguIRs
Zymeyux2pR0,UCTwJrwQEXMC0YIaWc5llMFA,RM Multimedia,7131.0,Movie,https://www.youtube.com/watch?v=Zymeyux2pR0
_-Yiggd43_w,UCLLN0KwYX6NGai9mxUnH1tg,CinemaxBD,2316.0,Movie,https://www.youtube.com/watch?v=_-Yiggd43_w
_1YCMScOwJs,UCKN4w_x31-v5L5GoYYXyw0A,Bhebla Bhuter Cartoon,6525.0,Cartoon,https://www.youtube.com/watch?v=_1YCMScOwJs
_7f2nyXDftI,UCNNbS9UTVrtezVUD398xGJA,Jatra Pagol,7240.0,Comedy / Satire,https://www.youtube.com/watch?v=_7f2nyXDftI
_CRQKVYbWGA,UCz8kD6OLDUGgq7QqTN3nIyQ,Newsalap,1365.0,Political,https://www.youtube.com/watch?v=_CRQKVYbWGA
_LmA42H0b0M,UC-Gc1p3IRxvK375DAKnoJ7A,DBC NEWS Daily,2939.0,Natok,https://www.youtube.com/watch?v=_LmA42H0b0M
_UgoyJ9QCTc,UCbgcYEdMsuypG2NJ-znBp3w,ATN Bangla News,2454.0,Talk-show,https://www.youtube.com/watch?v=_UgoyJ9QCTc
_aPlGBNKQ6E,UCF7USNwvrBhFCXsohC_U9ag,My AudioBook,2784.0,Audio-book,https://www.youtube.com/watch?v=_aPlGBNKQ6E
_b2E0DpSVes,UCM_1fk-izt9tviCXZLdckQw,Dr. Zakir Naik Bangla,759.0,Waz,https://www.youtube.com/watch?v=_b2E0DpSVes
_m9Ur2OSJ4U,UCyNJTXvvD-1gWzjC59Oc_Mg,Plabon World,3188.0,Movie,https://www.youtube.com/watch?v=_m9Ur2OSJ4U
_p-KDLY305s,UCA4y9g_GRdNrZLH_u5LLSdw,BanglaVision NEWS,2577.0,Talk-show,https://www.youtube.com/watch?v=_p-KDLY305s
_qjB0uDw5Wg,UCgc5_M1RttS2zaJlswB0F3w,Petuk Couple,3328.0,Vlog,https://www.youtube.com/watch?v=_qjB0uDw5Wg
_rBAZDyc1ck,UCjar4HMbjkbSu1vN1jtKiyQ,Bangla TV News,3648.0,Talk-show,https://www.youtube.com/watch?v=_rBAZDyc1ck
_xIew44lemg,UCgPUBXXPV7V_ckmXzK9-EDg,Dhallywood Cineplex,8008.0,Movie,https://www.youtube.com/watch?v=_xIew44lemg
_yrIkrvi9Lo,UCYvb2whhiunbP_MXU0Gt5mg,Fagun Audio Vision,3697.0,Talk-show,https://www.youtube.com/watch?v=_yrIkrvi9Lo
a2unSPJNyNA,UCtqhyXrC2qP-x40NrL4bPRw,ONLINE TV BANGLA,6331.0,Commentary,https://www.youtube.com/watch?v=a2unSPJNyNA
a5xJ8cn0gpA,UCWCFv9R84EB_bOAKioz7Ftw,Noakhali Bhai,355.0,Regional / Dialect,https://www.youtube.com/watch?v=a5xJ8cn0gpA
a8yWR4Et5B8,UCACNN-XoSJZLlkVAkc09B4Q,Eso Galpo Shuni,3055.0,Audio-book,https://www.youtube.com/watch?v=a8yWR4Et5B8
aJ3xnT4tcOw,UCF7USNwvrBhFCXsohC_U9ag,My AudioBook,2568.0,Audio-book,https://www.youtube.com/watch?v=aJ3xnT4tcOw
aKtuc5AqCkM,UCz8kD6OLDUGgq7QqTN3nIyQ,Newsalap,866.0,Political,https://www.youtube.com/watch?v=aKtuc5AqCkM
aLwgxJJ4ocM,UCF7USNwvrBhFCXsohC_U9ag,My AudioBook,2509.0,Audio-book,https://www.youtube.com/watch?v=aLwgxJJ4ocM
aSxK23c-nLA,UCKkco3ii64aHLMb8JilZP5g,Golpo Toru ред ржЧрж▓рзНржк рждрж░рзБ,2477.0,Audio-book,https://www.youtube.com/watch?v=aSxK23c-nLA
aTZQShUMIGY,UCJJYxWhu77PG_o7nbU_2tXQ,Audio Book Bangla by Faheem,8369.0,Audio-book,https://youtu.be/aTZQShUMIGY?si=afES_LpWk9ltkjPR
aaSUxR8MI94,UC946f-5n5X3Ylg7R5PuaUxg,Binge,11429.0,Talk-show,https://www.youtube.com/watch?v=aaSUxR8MI94
af4J3yYvs9o,UCUh7FWSUooPK7NFb9_G3GnQ,New Star House,7983.0,Movie,https://www.youtube.com/watch?v=af4J3yYvs9o
alQa501EflA,UCJJYxWhu77PG_o7nbU_2tXQ,Audio Book Bangla by Faheem,5373.0,Audio-book,https://www.youtube.com/watch?v=alQa501EflA
am6xDj2l-KE,UChFYpBlY-nHelvEtoR42erw,SB Cinema Hall,4987.0,Movie,https://www.youtube.com/watch?v=am6xDj2l-KE
anIFMdQ0UF0,UC_YEeUix2bvVOuLxEUw2SnQ,Eagle Team,1545.0,Natok,https://www.youtube.com/watch?v=anIFMdQ0UF0
avH9uS7AhbM,UCA4y9g_GRdNrZLH_u5LLSdw,BanglaVision NEWS,2466.0,Talk-show,https://www.youtube.com/watch?v=avH9uS7AhbM
b10OiAIYze0,UCJJBtUqjm-QjJ7Cvtz0yqbQ,2 Cents Podcast,4460.0,Podcast,https://www.youtube.com/watch?v=b10OiAIYze0
b3c9sv1RgBw,UCEds72X2GYVwk06-oTS64mA,Golpo Cartoon TV,4804.0,Cartoon,https://www.youtube.com/watch?v=b3c9sv1RgBw
b97yHfafOn0,UCACNN-XoSJZLlkVAkc09B4Q,Eso Galpo Shuni,1491.0,Audio-book,https://www.youtube.com/watch?v=b97yHfafOn0
bAbUqn4rf60,UC0Py2agrHy4hKnowk68aIDA,Pathao,1280.0,Service / Promo,https://www.youtube.com/watch?v=bAbUqn4rf60
bDGkGbYI7JU,UCwIzJ_UWnn1Uc8d1H8nCuUA,Enayet Chowdhury,1263.0,Talk-show,https://www.youtube.com/watch?v=bDGkGbYI7JU
bIVnRY6rKqs,UCKkco3ii64aHLMb8JilZP5g,Golpo Toru ред ржЧрж▓рзНржк рждрж░рзБ,2874.0,Audio-book,https://www.youtube.com/watch?v=bIVnRY6rKqs
bJPfIlUmpEE,UCrOUqyU99P-HZOS6bSCd96g,AudioKothon with RAJIA,3582.0,Audio-book,https://www.youtube.com/watch?v=bJPfIlUmpEE
bK-ERAvRBVQ,UCqle5cwtPckB2N8sSQoynwg,Bangla Funny Natok,2674.0,Natok,https://www.youtube.com/watch?v=bK-ERAvRBVQ
